param_id,signal_name,side_mode,session_set,sl_atr,tp_atr,max_hold_bars,exit_on_opposite,max_trades_per_day,all_trades,all_pnl,all_max_dd,all_profit_factor,all_win_rate,all_expectancy,all_total_gain,all_total_loss,is_trades,is_pnl,is_max_dd,is_profit_factor,is_win_rate,is_expectancy,is_total_gain,is_total_loss,oos_trades,oos_pnl,oos_max_dd,oos_profit_factor,oos_win_rate,oos_expectancy,oos_total_gain,oos_total_loss,wf_positive
IFB_1232,kdjma,short,PRE_RTH,1.5,1.0,12,True,3,100,678.0,707.96,1.1743,0.59,6.78,4567.84,-3889.84,76,318.26,707.96,1.1163,0.5921,4.188,3055.7,-2737.44,24,359.74,388.98,1.3122,0.5833,14.989,1512.14,-1152.4,False
IFB_0658,emapmo_early,long,PRE_RTH,1.5,1.0,24,False,3,14,242.64,562.96,1.2105,0.5714,17.331,1395.58,-1152.94,8,189.08,562.96,1.2759,0.625,23.635,874.3,-685.22,6,53.56,385.48,1.1145,0.5,8.927,521.28,-467.72,False
IFB_0660,emapmo_early,long,PRE_RTH,1.5,1.0,24,True,3,14,242.64,562.96,1.2105,0.5714,17.331,1395.58,-1152.94,8,189.08,562.96,1.2759,0.625,23.635,874.3,-685.22,6,53.56,385.48,1.1145,0.5,8.927,521.28,-467.72,False
IFB_0706,emapmo_early,long,RTH,1.5,1.0,24,False,3,14,242.64,562.96,1.2105,0.5714,17.331,1395.58,-1152.94,8,189.08,562.96,1.2759,0.625,23.635,874.3,-685.22,6,53.56,385.48,1.1145,0.5,8.927,521.28,-467.72,False
IFB_0708,emapmo_early,long,RTH,1.5,1.0,24,True,3,14,242.64,562.96,1.2105,0.5714,17.331,1395.58,-1152.94,8,189.08,562.96,1.2759,0.625,23.635,874.3,-685.22,6,53.56,385.48,1.1145,0.5,8.927,521.28,-467.72,False
IFB_1294,kdjma,short,RTH,1.5,1.5,24,False,3,80,614.3,848.56,1.1391,0.5125,7.679,5030.16,-4415.86,61,332.86,848.56,1.1113,0.5246,5.457,3322.32,-2989.46,19,281.44,559.96,1.1973,0.4737,14.813,1707.84,-1426.4,False
IFB_1296,kdjma,short,RTH,1.5,1.5,24,True,3,80,614.3,848.56,1.1391,0.5125,7.679,5030.16,-4415.86,61,332.86,848.56,1.1113,0.5246,5.457,3322.32,-2989.46,19,281.44,559.96,1.1973,0.4737,14.813,1707.84,-1426.4,False
IFB_1177,kdjma,short,ALL,1.5,1.0,6,False,1,56,454.56,322.62,1.3427,0.5714,8.117,1780.82,-1326.26,39,101.14,322.62,1.105,0.5385,2.593,1063.96,-962.82,17,353.42,114.98,1.9724,0.6471,20.789,716.86,-363.44,False
IFB_1179,kdjma,short,ALL,1.5,1.0,6,True,1,56,454.56,322.62,1.3427,0.5714,8.117,1780.82,-1326.26,39,101.14,322.62,1.105,0.5385,2.593,1063.96,-962.82,17,353.42,114.98,1.9724,0.6471,20.789,716.86,-363.44,False
IFB_1234,kdjma,short,PRE_RTH,1.5,1.0,24,False,3,100,529.0,672.0,1.1281,0.6,5.29,4660.1,-4131.1,76,296.26,672.0,1.1039,0.6053,3.898,3147.96,-2851.7,24,232.74,458.72,1.1819,0.5833,9.697,1512.14,-1279.4,False
