param_id,side,label,entry_time,exit_time,entry,exit,sl,tp,pnl,gross_pnl,exit_reason,hold_bars,exit_label
R0336,short,S-0.5,2026-06-19T09:55:00+00:00,2026-06-19T10:00:00+00:00,30626.0,30634.0,30634.0,30602.0,-17.24,-16.0,sl,1,XS-0.5
R0336,short,S-0.5,2026-06-19T10:10:00+00:00,2026-06-19T10:20:00+00:00,30615.0,30591.0,30623.0,30591.0,46.76,48.0,tp,2,XS-0.5
R0336,short,S-0.5,2026-06-19T11:15:00+00:00,2026-06-19T11:25:00+00:00,30575.25,30551.25,30583.25,30551.25,46.76,48.0,tp,2,XS-0.5
R0336,short,S-0.5,2026-06-19T12:40:00+00:00,2026-06-19T12:50:00+00:00,30559.5,30567.5,30567.5,30535.5,-17.24,-16.0,sl,2,XS-0.5
R0336,short,S-0.5,2026-06-19T16:00:00+00:00,2026-06-19T16:25:00+00:00,30677.75,30685.75,30685.75,30653.75,-17.24,-16.0,sl,5,XS-0.5
R0336,short,S-0.5,2026-06-21T22:05:00+00:00,2026-06-21T22:10:00+00:00,30536.75,30544.75,30544.75,30500.75,-17.24,-16.0,sl_same_bar,1,XS-0.5
R0336,short,S-0.5,2026-06-22T04:05:00+00:00,2026-06-22T04:15:00+00:00,30578.75,30554.75,30586.75,30554.75,46.76,48.0,tp,2,XS-0.5
R0336,short,S-0.5,2026-06-22T10:50:00+00:00,2026-06-22T11:00:00+00:00,30723.5,30731.5,30731.5,30699.5,-17.24,-16.0,sl,2,XS-0.5
R0336,short,S-0.5,2026-06-22T11:40:00+00:00,2026-06-22T11:45:00+00:00,30749.75,30757.75,30757.75,30713.75,-17.24,-16.0,sl,1,XS-0.5
R0336,short,S-0.5,2026-06-22T12:00:00+00:00,2026-06-22T12:10:00+00:00,30768.25,30776.25,30776.25,30732.25,-17.24,-16.0,sl,2,XS-0.5
R0336,short,S-0.5,2026-06-22T15:45:00+00:00,2026-06-22T15:50:00+00:00,30554.75,30562.75,30562.75,30518.75,-17.24,-16.0,sl,1,XS-0.5
R0336,short,S-0.5,2026-06-22T16:20:00+00:00,2026-06-22T16:25:00+00:00,30572.25,30580.25,30580.25,30548.25,-17.24,-16.0,sl,1,XS-0.5
R0336,short,S-0.5,2026-06-22T16:30:00+00:00,2026-06-22T16:35:00+00:00,30550.25,30558.25,30558.25,30526.25,-17.24,-16.0,sl,1,XS-0.5
R0336,short,S-0.5,2026-06-22T17:05:00+00:00,2026-06-22T17:10:00+00:00,30540.25,30548.25,30548.25,30516.25,-17.24,-16.0,sl,1,XS-0.5
R0336,short,S-0.5,2026-06-22T19:30:00+00:00,2026-06-22T19:40:00+00:00,30585.25,30561.25,30593.25,30561.25,46.76,48.0,tp,2,XS-0.5
R0336,short,S-0.5,2026-06-22T23:35:00+00:00,2026-06-22T23:40:00+00:00,30562.0,30570.0,30570.0,30538.0,-17.24,-16.0,sl,1,XS-0.5
R0336,short,S-0.5,2026-06-22T23:45:00+00:00,2026-06-22T23:50:00+00:00,30554.5,30562.5,30562.5,30530.5,-17.24,-16.0,sl,1,XS-0.5
R0336,short,S-0.5,2026-06-23T00:30:00+00:00,2026-06-23T00:35:00+00:00,30525.5,30533.5,30533.5,30501.5,-17.24,-16.0,sl,1,XS-0.5
R0336,short,S-0.5,2026-06-23T01:30:00+00:00,2026-06-23T01:35:00+00:00,30518.75,30482.75,30526.75,30482.75,70.76,72.0,tp,1,XS-0.5
R0336,short,S-0.5,2026-06-23T11:00:00+00:00,2026-06-23T11:05:00+00:00,29802.0,29810.0,29810.0,29778.0,-17.24,-16.0,sl,1,XS-0.5
R0336,short,S-0.5,2026-06-23T13:20:00+00:00,2026-06-23T13:25:00+00:00,29745.0,29721.0,29753.0,29721.0,46.76,48.0,tp,1,XS-0.5
R0336,short,S-0.5,2026-06-23T14:45:00+00:00,2026-06-23T14:50:00+00:00,29870.0,29878.0,29878.0,29834.0,-17.24,-16.0,sl_same_bar,1,XS-0.5
R0336,short,S-0.5,2026-06-23T15:50:00+00:00,2026-06-23T15:55:00+00:00,29798.0,29806.0,29806.0,29762.0,-17.24,-16.0,sl_same_bar,1,XS-0.5
R0336,short,S-0.5,2026-06-24T01:05:00+00:00,2026-06-24T01:10:00+00:00,29787.25,29795.25,29795.25,29763.25,-17.24,-16.0,sl,1,XS-0.5
R0336,short,S-0.5,2026-06-24T01:25:00+00:00,2026-06-24T01:30:00+00:00,29815.75,29823.75,29823.75,29791.75,-17.24,-16.0,sl,1,XS-0.5
R0336,short,S-0.5,2026-06-24T01:35:00+00:00,2026-06-24T01:40:00+00:00,29823.75,29831.75,29831.75,29799.75,-17.24,-16.0,sl,1,XS-0.5
R0336,short,S-0.5,2026-06-24T01:45:00+00:00,2026-06-24T01:50:00+00:00,29822.25,29830.25,29830.25,29798.25,-17.24,-16.0,sl,1,XS-0.5
R0336,short,S-0.5,2026-06-24T02:15:00+00:00,2026-06-24T02:20:00+00:00,29801.5,29777.5,29809.5,29777.5,46.76,48.0,tp,1,XS-0.5
R0336,short,S-0.5,2026-06-24T02:30:00+00:00,2026-06-24T02:35:00+00:00,29776.5,29752.5,29784.5,29752.5,46.76,48.0,tp,1,XS-0.5
R0336,short,S-0.5,2026-06-24T03:10:00+00:00,2026-06-24T03:15:00+00:00,29726.0,29702.0,29734.0,29702.0,46.76,48.0,tp,1,XS-0.5
R0336,short,S-0.5,2026-06-24T06:05:00+00:00,2026-06-24T06:10:00+00:00,29833.25,29841.25,29841.25,29809.25,-17.24,-16.0,sl,1,XS-0.5
R0336,short,S-0.5,2026-06-24T06:15:00+00:00,2026-06-24T06:25:00+00:00,29828.0,29804.0,29836.0,29804.0,46.76,48.0,tp,2,XS-0.5
R0336,short,S-0.5,2026-06-24T06:35:00+00:00,2026-06-24T06:40:00+00:00,29837.0,29845.0,29845.0,29813.0,-17.24,-16.0,sl,1,XS-0.5
R0336,short,S-0.5,2026-06-24T06:45:00+00:00,2026-06-24T06:50:00+00:00,29820.25,29828.25,29828.25,29796.25,-17.24,-16.0,sl,1,XS-0.5
R0336,short,S-0.5,2026-06-24T06:55:00+00:00,2026-06-24T07:00:00+00:00,29823.0,29831.0,29831.0,29799.0,-17.24,-16.0,sl_same_bar,1,XS-0.5
R0336,short,S-0.5,2026-06-24T07:10:00+00:00,2026-06-24T07:15:00+00:00,29812.25,29820.25,29820.25,29788.25,-17.24,-16.0,sl,1,XS-0.5
R0336,short,S-0.5,2026-06-24T07:20:00+00:00,2026-06-24T07:35:00+00:00,29813.25,29789.25,29821.25,29789.25,46.76,48.0,tp,3,XS-0.5
R0336,short,S-0.5,2026-06-24T07:50:00+00:00,2026-06-24T07:55:00+00:00,29796.0,29804.0,29804.0,29772.0,-17.24,-16.0,sl_same_bar,1,XS-0.5
R0336,short,S-0.5,2026-06-24T09:50:00+00:00,2026-06-24T09:55:00+00:00,29797.5,29805.5,29805.5,29773.5,-17.24,-16.0,sl,1,XS-0.5
R0336,short,S-0.5,2026-06-24T10:00:00+00:00,2026-06-24T10:05:00+00:00,29791.5,29799.5,29799.5,29767.5,-17.24,-16.0,sl,1,XS-0.5
R0336,short,S-0.5,2026-06-24T11:00:00+00:00,2026-06-24T11:05:00+00:00,29811.75,29787.75,29819.75,29787.75,46.76,48.0,tp,1,XS-0.5
R0336,short,S-0.5,2026-06-24T19:30:00+00:00,2026-06-24T19:35:00+00:00,29399.0,29407.0,29407.0,29375.0,-17.24,-16.0,sl,1,XS-0.5
R0336,short,S-0.5,2026-06-25T00:15:00+00:00,2026-06-25T00:20:00+00:00,30069.75,30077.75,30077.75,30045.75,-17.24,-16.0,sl,1,XS-0.5
R0336,short,S-0.5,2026-06-25T02:20:00+00:00,2026-06-25T02:25:00+00:00,29967.0,29975.0,29975.0,29943.0,-17.24,-16.0,sl,1,XS-0.5
R0336,short,S-0.5,2026-06-25T02:40:00+00:00,2026-06-25T02:45:00+00:00,29974.0,29982.0,29982.0,29950.0,-17.24,-16.0,sl,1,XS-0.5
